State/UT,Year,Mode,Total
Manipur,2005,Bicycle,5
Manipur,2005,Bus,31
Manipur,2005,Car,4
Manipur,2005,Jeep,7
Manipur,2005,Other Motor Vehicles,0
Manipur,2005,Others,4
Manipur,2005,Pedestrian,22
Manipur,2005,Three Wheeler,0
Manipur,2005,Truck/Lorry,33
Manipur,2005,Two Wheeler,32
Manipur,2006,Bicycle,8
Manipur,2006,Bus,32
Manipur,2006,Car,1
Manipur,2006,Jeep,13
Manipur,2006,Other Motor Vehicles,4
Manipur,2006,Others,12
Manipur,2006,Pedestrian,24
Manipur,2006,Three Wheeler,1
Manipur,2006,Truck/Lorry,27
Manipur,2006,Two Wheeler,35
Manipur,2007,Bicycle,6
Manipur,2007,Bus,20
Manipur,2007,Car,2
Manipur,2007,Jeep,8
Manipur,2007,Other Motor Vehicles,0
Manipur,2007,Others,4
Manipur,2007,Pedestrian,15
Manipur,2007,Three Wheeler,3
Manipur,2007,Truck/Lorry,35
Manipur,2007,Two Wheeler,21
Manipur,2008,Bicycle,4
Manipur,2008,Bus,17
Manipur,2008,Car,4
Manipur,2008,Jeep,11
Manipur,2008,Other Motor Vehicles,3
Manipur,2008,Others,10
Manipur,2008,Pedestrian,4
Manipur,2008,Three Wheeler,0
Manipur,2008,Truck/Lorry,57
Manipur,2008,Two Wheeler,23
Manipur,2009,Bicycle,2
Manipur,2009,Bus,29
Manipur,2009,Car,6
Manipur,2009,Jeep,3
Manipur,2009,Other Motor Vehicles,3
Manipur,2009,Others,4
Manipur,2009,Pedestrian,4
Manipur,2009,Three Wheeler,5
Manipur,2009,Truck/Lorry,50
Manipur,2009,Two Wheeler,19
Manipur,2010,Bicycle,1
Manipur,2010,Bus,12
Manipur,2010,Car,7
Manipur,2010,Jeep,6
Manipur,2010,Other Motor Vehicles,8
Manipur,2010,Others,20
Manipur,2010,Pedestrian,0
Manipur,2010,Three Wheeler,5
Manipur,2010,Truck/Lorry,59
Manipur,2010,Two Wheeler,35
Manipur,2011,Bicycle,5
Manipur,2011,Bus,9
Manipur,2011,Car,11
Manipur,2011,Jeep,10
Manipur,2011,Other Motor Vehicles,6
Manipur,2011,Others,12
Manipur,2011,Pedestrian,24
Manipur,2011,Three Wheeler,7
Manipur,2011,Truck/Lorry,36
Manipur,2011,Two Wheeler,36
Manipur,2012,Bicycle,1
Manipur,2012,Bus,17
Manipur,2012,Car,6
Manipur,2012,Jeep,6
Manipur,2012,Other Motor Vehicles,7
Manipur,2012,Others,11
Manipur,2012,Pedestrian,23
Manipur,2012,Three Wheeler,4
Manipur,2012,Truck/Lorry,40
Manipur,2012,Two Wheeler,43
Manipur,2013,Bicycle,0
Manipur,2013,Bus,9
Manipur,2013,Car,8
Manipur,2013,Jeep,7
Manipur,2013,Other Motor Vehicles,2
Manipur,2013,Others,17
Manipur,2013,Pedestrian,39
Manipur,2013,Three Wheeler,4
Manipur,2013,Truck/Lorry,58
Manipur,2013,Two Wheeler,21
Manipur,2014,Bicycle,2
Manipur,2014,Bus,5
Manipur,2014,Car,42
Manipur,2014,Jeep,2
Manipur,2014,Other Motor Vehicles,11
Manipur,2014,Others,0
Manipur,2014,Pedestrian,9
Manipur,2014,Three Wheeler,4
Manipur,2014,Truck/Lorry,51
Manipur,2014,Two Wheeler,41
Meghalaya,2001,Bicycle,1
Meghalaya,2001,Bus,33
Meghalaya,2001,Car,11
Meghalaya,2001,Jeep,6
Meghalaya,2001,Other Motor Vehicles,4
Meghalaya,2001,Others,5
Meghalaya,2001,Pedestrian,6
Meghalaya,2001,Three Wheeler,4
Meghalaya,2001,Truck/Lorry,59
Meghalaya,2001,Two Wheeler,9
Meghalaya,2002,Bicycle,0
Meghalaya,2002,Bus,17
Meghalaya,2002,Car,9
Meghalaya,2002,Jeep,8
Meghalaya,2002,Other Motor Vehicles,4
Meghalaya,2002,Others,5
Meghalaya,2002,Pedestrian,17
Meghalaya,2002,Three Wheeler,2
Meghalaya,2002,Truck/Lorry,52
Meghalaya,2002,Two Wheeler,11
Meghalaya,2003,Bicycle,0
Meghalaya,2003,Bus,39
Meghalaya,2003,Car,10
Meghalaya,2003,Jeep,8
Meghalaya,2003,Other Motor Vehicles,3
Meghalaya,2003,Others,6
Meghalaya,2003,Pedestrian,11
Meghalaya,2003,Three Wheeler,1
Meghalaya,2003,Truck/Lorry,39
Meghalaya,2003,Two Wheeler,1
Meghalaya,2004,Bicycle,0
Meghalaya,2004,Bus,25
Meghalaya,2004,Car,12
Meghalaya,2004,Jeep,9
Meghalaya,2004,Other Motor Vehicles,10
Meghalaya,2004,Others,7
Meghalaya,2004,Pedestrian,18
Meghalaya,2004,Three Wheeler,7
Meghalaya,2004,Truck/Lorry,32
Meghalaya,2004,Two Wheeler,8
Meghalaya,2005,Bicycle,2
Meghalaya,2005,Bus,33
Meghalaya,2005,Car,18
Meghalaya,2005,Jeep,6
Meghalaya,2005,Other Motor Vehicles,3
Meghalaya,2005,Others,2
Meghalaya,2005,Pedestrian,8
Meghalaya,2005,Three Wheeler,9
Meghalaya,2005,Truck/Lorry,37
Meghalaya,2005,Two Wheeler,4
Meghalaya,2006,Bicycle,2
Meghalaya,2006,Bus,22
Meghalaya,2006,Car,9
Meghalaya,2006,Jeep,8
Meghalaya,2006,Other Motor Vehicles,13
Meghalaya,2006,Others,16
Meghalaya,2006,Pedestrian,20
Meghalaya,2006,Three Wheeler,2
Meghalaya,2006,Truck/Lorry,37
Meghalaya,2006,Two Wheeler,3
Meghalaya,2007,Bicycle,2
Meghalaya,2007,Bus,31
Meghalaya,2007,Car,8
Meghalaya,2007,Jeep,17
Meghalaya,2007,Other Motor Vehicles,5
Meghalaya,2007,Others,21
Meghalaya,2007,Pedestrian,19
Meghalaya,2007,Three Wheeler,1
Meghalaya,2007,Truck/Lorry,24
Meghalaya,2007,Two Wheeler,5
Meghalaya,2008,Bicycle,1
Meghalaya,2008,Bus,35
Meghalaya,2008,Car,27
Meghalaya,2008,Jeep,4
Meghalaya,2008,Other Motor Vehicles,8
Meghalaya,2008,Others,4
Meghalaya,2008,Pedestrian,6
Meghalaya,2008,Three Wheeler,7
Meghalaya,2008,Truck/Lorry,54
Meghalaya,2008,Two Wheeler,3
Meghalaya,2009,Bicycle,2
Meghalaya,2009,Bus,45
Meghalaya,2009,Car,30
Meghalaya,2009,Jeep,9
Meghalaya,2009,Other Motor Vehicles,14
Meghalaya,2009,Others,17
Meghalaya,2009,Pedestrian,17
Meghalaya,2009,Three Wheeler,2
Meghalaya,2009,Truck/Lorry,51
Meghalaya,2009,Two Wheeler,6
Meghalaya,2010,Bicycle,1
Meghalaya,2010,Bus,16
Meghalaya,2010,Car,18
Meghalaya,2010,Jeep,14
Meghalaya,2010,Other Motor Vehicles,18
Meghalaya,2010,Others,9
Meghalaya,2010,Pedestrian,17
Meghalaya,2010,Three Wheeler,5
Meghalaya,2010,Truck/Lorry,74
Meghalaya,2010,Two Wheeler,12
Meghalaya,2011,Bicycle,0
Meghalaya,2011,Bus,20
Meghalaya,2011,Car,28
Meghalaya,2011,Jeep,6
Meghalaya,2011,Other Motor Vehicles,16
Meghalaya,2011,Others,13
Meghalaya,2011,Pedestrian,19
Meghalaya,2011,Three Wheeler,7
Meghalaya,2011,Truck/Lorry,98
Meghalaya,2011,Two Wheeler,22
Meghalaya,2012,Bicycle,0
Meghalaya,2012,Bus,50
Meghalaya,2012,Car,18
Meghalaya,2012,Jeep,13
Meghalaya,2012,Other Motor Vehicles,8
Meghalaya,2012,Others,13
Meghalaya,2012,Pedestrian,1
Meghalaya,2012,Three Wheeler,14
Meghalaya,2012,Truck/Lorry,71
Meghalaya,2012,Two Wheeler,25
Meghalaya,2013,Bicycle,3
Meghalaya,2013,Bus,10
Meghalaya,2013,Car,34
Meghalaya,2013,Jeep,12
Meghalaya,2013,Other Motor Vehicles,11
Meghalaya,2013,Others,1
Meghalaya,2013,Pedestrian,13
Meghalaya,2013,Three Wheeler,13
Meghalaya,2013,Truck/Lorry,47
Meghalaya,2013,Two Wheeler,26
Meghalaya,2014,Bicycle,0
Meghalaya,2014,Bus,23
Meghalaya,2014,Car,38
Meghalaya,2014,Jeep,1
Meghalaya,2014,Other Motor Vehicles,6
Meghalaya,2014,Others,0
Meghalaya,2014,Pedestrian,10
Meghalaya,2014,Three Wheeler,16
Meghalaya,2014,Truck/Lorry,40
Meghalaya,2014,Two Wheeler,37
Mizoram,2001,Bicycle,0
Mizoram,2001,Bus,28
Mizoram,2001,Car,0
Mizoram,2001,Jeep,5
Mizoram,2001,Other Motor Vehicles,8
Mizoram,2001,Others,0
Mizoram,2001,Pedestrian,0
Mizoram,2001,Three Wheeler,0
Mizoram,2001,Truck/Lorry,25
Mizoram,2001,Two Wheeler,1
Mizoram,2002,Bicycle,0
Mizoram,2002,Bus,5
Mizoram,2002,Car,1
Mizoram,2002,Jeep,8
Mizoram,2002,Other Motor Vehicles,0
Mizoram,2002,Others,8
Mizoram,2002,Pedestrian,1
Mizoram,2002,Three Wheeler,5
Mizoram,2002,Truck/Lorry,19
Mizoram,2002,Two Wheeler,3
Mizoram,2003,Bicycle,0
Mizoram,2003,Bus,6
Mizoram,2003,Car,10
Mizoram,2003,Jeep,5
Mizoram,2003,Other Motor Vehicles,2
Mizoram,2003,Others,1
Mizoram,2003,Pedestrian,0
Mizoram,2003,Three Wheeler,4
Mizoram,2003,Truck/Lorry,43
Mizoram,2003,Two Wheeler,5
Mizoram,2004,Bicycle,0
Mizoram,2004,Bus,8
Mizoram,2004,Car,6
Mizoram,2004,Jeep,8
Mizoram,2004,Other Motor Vehicles,0
Mizoram,2004,Others,11
Mizoram,2004,Pedestrian,0
Mizoram,2004,Three Wheeler,6
Mizoram,2004,Truck/Lorry,22
Mizoram,2004,Two Wheeler,6
Mizoram,2005,Bicycle,0
Mizoram,2005,Bus,3
Mizoram,2005,Car,1
Mizoram,2005,Jeep,10
Mizoram,2005,Other Motor Vehicles,4
Mizoram,2005,Others,4
Mizoram,2005,Pedestrian,0
Mizoram,2005,Three Wheeler,0
Mizoram,2005,Truck/Lorry,21
Mizoram,2005,Two Wheeler,9
Mizoram,2006,Bicycle,0
Mizoram,2006,Bus,13
Mizoram,2006,Car,2
Mizoram,2006,Jeep,8
Mizoram,2006,Other Motor Vehicles,5
Mizoram,2006,Others,8
Mizoram,2006,Pedestrian,0
Mizoram,2006,Three Wheeler,0
Mizoram,2006,Truck/Lorry,19
Mizoram,2006,Two Wheeler,9
Mizoram,2007,Bicycle,0
Mizoram,2007,Bus,4
Mizoram,2007,Car,2
Mizoram,2007,Jeep,13
Mizoram,2007,Other Motor Vehicles,0
Mizoram,2007,Others,1
Mizoram,2007,Pedestrian,0
Mizoram,2007,Three Wheeler,0
Mizoram,2007,Truck/Lorry,10
Mizoram,2007,Two Wheeler,5
Mizoram,2008,Bicycle,0
Mizoram,2008,Bus,4
Mizoram,2008,Car,4
Mizoram,2008,Jeep,4
Mizoram,2008,Other Motor Vehicles,2
Mizoram,2008,Others,26
Mizoram,2008,Pedestrian,0
Mizoram,2008,Three Wheeler,1
Mizoram,2008,Truck/Lorry,29
Mizoram,2008,Two Wheeler,8
Mizoram,2009,Bicycle,0
Mizoram,2009,Bus,9
Mizoram,2009,Car,10
Mizoram,2009,Jeep,5
Mizoram,2009,Other Motor Vehicles,2
Mizoram,2009,Others,10
Mizoram,2009,Pedestrian,0
Mizoram,2009,Three Wheeler,1
Mizoram,2009,Truck/Lorry,22
Mizoram,2009,Two Wheeler,4
Mizoram,2010,Bicycle,0
Mizoram,2010,Bus,23
Mizoram,2010,Car,4
Mizoram,2010,Jeep,5
Mizoram,2010,Other Motor Vehicles,2
Mizoram,2010,Others,12
Mizoram,2010,Pedestrian,0
Mizoram,2010,Three Wheeler,0
Mizoram,2010,Truck/Lorry,22
Mizoram,2010,Two Wheeler,14
Mizoram,2011,Bicycle,2
Mizoram,2011,Bus,21
Mizoram,2011,Car,8
Mizoram,2011,Jeep,2
Mizoram,2011,Other Motor Vehicles,0
Mizoram,2011,Others,5
Mizoram,2011,Pedestrian,1
Mizoram,2011,Three Wheeler,0
Mizoram,2011,Truck/Lorry,30
Mizoram,2011,Two Wheeler,12
Mizoram,2012,Bicycle,0
Mizoram,2012,Bus,4
Mizoram,2012,Car,10
Mizoram,2012,Jeep,9
Mizoram,2012,Other Motor Vehicles,6
Mizoram,2012,Others,1
Mizoram,2012,Pedestrian,3
Mizoram,2012,Three Wheeler,2
Mizoram,2012,Truck/Lorry,18
Mizoram,2012,Two Wheeler,24
Mizoram,2013,Bicycle,0
Mizoram,2013,Bus,7
Mizoram,2013,Car,10
Mizoram,2013,Jeep,5
Mizoram,2013,Other Motor Vehicles,0
Mizoram,2013,Others,23
Mizoram,2013,Pedestrian,2
Mizoram,2013,Three Wheeler,0
Mizoram,2013,Truck/Lorry,24
Mizoram,2013,Two Wheeler,26
Mizoram,2014,Bicycle,0
Mizoram,2014,Bus,5
Mizoram,2014,Car,21
Mizoram,2014,Jeep,4
Mizoram,2014,Other Motor Vehicles,10
Mizoram,2014,Others,0
Mizoram,2014,Pedestrian,2
Mizoram,2014,Three Wheeler,0
Mizoram,2014,Truck/Lorry,32
Mizoram,2014,Two Wheeler,19
Nagaland,2001,Bicycle,0
Nagaland,2001,Bus,15
Nagaland,2001,Car,7
Nagaland,2001,Jeep,1
Nagaland,2001,Other Motor Vehicles,4
Nagaland,2001,Others,1
Nagaland,2001,Pedestrian,0
Nagaland,2001,Three Wheeler,0
Nagaland,2001,Truck/Lorry,34
Nagaland,2001,Two Wheeler,3
Nagaland,2002,Bicycle,1
Nagaland,2002,Bus,9
Nagaland,2002,Car,6
Nagaland,2002,Jeep,2
Nagaland,2002,Other Motor Vehicles,5
Nagaland,2002,Others,0
Nagaland,2002,Pedestrian,1
Nagaland,2002,Three Wheeler,0
Nagaland,2002,Truck/Lorry,14
Nagaland,2002,Two Wheeler,0
Nagaland,2003,Bicycle,0
Nagaland,2003,Bus,11
Nagaland,2003,Car,4
Nagaland,2003,Jeep,4
Nagaland,2003,Other Motor Vehicles,7
Nagaland,2003,Others,0
Nagaland,2003,Pedestrian,3
Nagaland,2003,Three Wheeler,1
Nagaland,2003,Truck/Lorry,30
Nagaland,2003,Two Wheeler,5
Nagaland,2004,Bicycle,0
Nagaland,2004,Bus,21
Nagaland,2004,Car,3
Nagaland,2004,Jeep,4
Nagaland,2004,Other Motor Vehicles,11
Nagaland,2004,Others,3
Nagaland,2004,Pedestrian,3
Nagaland,2004,Three Wheeler,6
Nagaland,2004,Truck/Lorry,10
Nagaland,2004,Two Wheeler,2
Nagaland,2005,Bicycle,0
Nagaland,2005,Bus,5
Nagaland,2005,Car,2
Nagaland,2005,Jeep,5
Nagaland,2005,Other Motor Vehicles,5
Nagaland,2005,Others,2
Nagaland,2005,Pedestrian,0
Nagaland,2005,Three Wheeler,2
Nagaland,2005,Truck/Lorry,18
Nagaland,2005,Two Wheeler,3
Nagaland,2006,Bicycle,1
Nagaland,2006,Bus,13
Nagaland,2006,Car,5
Nagaland,2006,Jeep,5
Nagaland,2006,Other Motor Vehicles,3
Nagaland,2006,Others,2
Nagaland,2006,Pedestrian,5
Nagaland,2006,Three Wheeler,3
Nagaland,2006,Truck/Lorry,18
Nagaland,2006,Two Wheeler,7
Nagaland,2007,Bicycle,1
Nagaland,2007,Bus,38
Nagaland,2007,Car,8
Nagaland,2007,Jeep,4
Nagaland,2007,Other Motor Vehicles,3
Nagaland,2007,Others,5
Nagaland,2007,Pedestrian,12
Nagaland,2007,Three Wheeler,4
Nagaland,2007,Truck/Lorry,10
Nagaland,2007,Two Wheeler,7
Nagaland,2008,Bicycle,4
Nagaland,2008,Bus,24
Nagaland,2008,Car,10
Nagaland,2008,Jeep,4
Nagaland,2008,Other Motor Vehicles,12
Nagaland,2008,Others,2
Nagaland,2008,Pedestrian,12
Nagaland,2008,Three Wheeler,6
Nagaland,2008,Truck/Lorry,28
Nagaland,2008,Two Wheeler,14
Nagaland,2009,Bicycle,2
Nagaland,2009,Bus,10
Nagaland,2009,Car,5
Nagaland,2009,Jeep,1
Nagaland,2009,Other Motor Vehicles,1
Nagaland,2009,Others,2
Nagaland,2009,Pedestrian,3
Nagaland,2009,Three Wheeler,2
Nagaland,2009,Truck/Lorry,21
Nagaland,2009,Two Wheeler,3
Nagaland,2010,Bicycle,1
Nagaland,2010,Bus,8
Nagaland,2010,Car,3
Nagaland,2010,Jeep,6
Nagaland,2010,Other Motor Vehicles,4
Nagaland,2010,Others,1
Nagaland,2010,Pedestrian,5
Nagaland,2010,Three Wheeler,2
Nagaland,2010,Truck/Lorry,13
Nagaland,2010,Two Wheeler,1
Nagaland,2011,Bicycle,0
Nagaland,2011,Bus,4
Nagaland,2011,Car,8
Nagaland,2011,Jeep,7
Nagaland,2011,Other Motor Vehicles,0
Nagaland,2011,Others,3
Nagaland,2011,Pedestrian,0
Nagaland,2011,Three Wheeler,0
Nagaland,2011,Truck/Lorry,13
Nagaland,2011,Two Wheeler,1
Nagaland,2012,Bicycle,2
Nagaland,2012,Bus,10
Nagaland,2012,Car,2
Nagaland,2012,Jeep,2
Nagaland,2012,Other Motor Vehicles,2
Nagaland,2012,Others,1
Nagaland,2012,Pedestrian,6
Nagaland,2012,Three Wheeler,5
Nagaland,2012,Truck/Lorry,21
Nagaland,2012,Two Wheeler,5
Nagaland,2013,Bicycle,0
Nagaland,2013,Bus,4
Nagaland,2013,Car,14
Nagaland,2013,Jeep,0
Nagaland,2013,Other Motor Vehicles,2
Nagaland,2013,Others,0
Nagaland,2013,Pedestrian,5
Nagaland,2013,Three Wheeler,4
Nagaland,2013,Truck/Lorry,1
Nagaland,2013,Two Wheeler,5
Nagaland,2014,Bicycle,0
Nagaland,2014,Bus,1
Nagaland,2014,Car,10
Nagaland,2014,Jeep,0
Nagaland,2014,Other Motor Vehicles,2
Nagaland,2014,Others,0
Nagaland,2014,Pedestrian,0
Nagaland,2014,Three Wheeler,2
Nagaland,2014,Truck/Lorry,3
Nagaland,2014,Two Wheeler,3
Odisha,2001,Bicycle,39
Odisha,2001,Bus,278
Odisha,2001,Car,144
Odisha,2001,Jeep,192
Odisha,2001,Other Motor Vehicles,66
Odisha,2001,Others,184
Odisha,2001,Pedestrian,57
Odisha,2001,Three Wheeler,43
Odisha,2001,Truck/Lorry,643
Odisha,2001,Two Wheeler,294
Odisha,2002,Bicycle,50
Odisha,2002,Bus,297
Odisha,2002,Car,138
Odisha,2002,Jeep,164
Odisha,2002,Other Motor Vehicles,67
Odisha,2002,Others,255
Odisha,2002,Pedestrian,76
Odisha,2002,Three Wheeler,32
Odisha,2002,Truck/Lorry,674
Odisha,2002,Two Wheeler,372
Odisha,2003,Bicycle,40
Odisha,2003,Bus,250
Odisha,2003,Car,124
Odisha,2003,Jeep,232
Odisha,2003,Other Motor Vehicles,42
Odisha,2003,Others,326
Odisha,2003,Pedestrian,80
Odisha,2003,Three Wheeler,60
Odisha,2003,Truck/Lorry,800
Odisha,2003,Two Wheeler,367
Odisha,2004,Bicycle,37
Odisha,2004,Bus,294
Odisha,2004,Car,159
Odisha,2004,Jeep,217
Odisha,2004,Other Motor Vehicles,82
Odisha,2004,Others,225
Odisha,2004,Pedestrian,84
Odisha,2004,Three Wheeler,76
Odisha,2004,Truck/Lorry,919
Odisha,2004,Two Wheeler,379
Odisha,2005,Bicycle,39
Odisha,2005,Bus,280
Odisha,2005,Car,278
Odisha,2005,Jeep,184
Odisha,2005,Other Motor Vehicles,139
Odisha,2005,Others,306
Odisha,2005,Pedestrian,57
Odisha,2005,Three Wheeler,51
Odisha,2005,Truck/Lorry,1057
Odisha,2005,Two Wheeler,504
Odisha,2006,Bicycle,21
Odisha,2006,Bus,364
Odisha,2006,Car,253
Odisha,2006,Jeep,185
Odisha,2006,Other Motor Vehicles,145
Odisha,2006,Others,243
Odisha,2006,Pedestrian,43
Odisha,2006,Three Wheeler,57
Odisha,2006,Truck/Lorry,949
Odisha,2006,Two Wheeler,485
Odisha,2007,Bicycle,29
Odisha,2007,Bus,297
Odisha,2007,Car,279
Odisha,2007,Jeep,163
Odisha,2007,Other Motor Vehicles,125
Odisha,2007,Others,272
Odisha,2007,Pedestrian,74
Odisha,2007,Three Wheeler,46
Odisha,2007,Truck/Lorry,1134
Odisha,2007,Two Wheeler,639
Odisha,2008,Bicycle,47
Odisha,2008,Bus,341
Odisha,2008,Car,241
Odisha,2008,Jeep,169
Odisha,2008,Other Motor Vehicles,144
Odisha,2008,Others,385
Odisha,2008,Pedestrian,130
Odisha,2008,Three Wheeler,81
Odisha,2008,Truck/Lorry,1051
Odisha,2008,Two Wheeler,515
Odisha,2009,Bicycle,49
Odisha,2009,Bus,401
Odisha,2009,Car,220
Odisha,2009,Jeep,211
Odisha,2009,Other Motor Vehicles,174
Odisha,2009,Others,495
Odisha,2009,Pedestrian,147
Odisha,2009,Three Wheeler,94
Odisha,2009,Truck/Lorry,1043
Odisha,2009,Two Wheeler,715
Odisha,2010,Bicycle,49
Odisha,2010,Bus,332
Odisha,2010,Car,325
Odisha,2010,Jeep,201
Odisha,2010,Other Motor Vehicles,177
Odisha,2010,Others,554
Odisha,2010,Pedestrian,117
Odisha,2010,Three Wheeler,128
Odisha,2010,Truck/Lorry,1516
Odisha,2010,Two Wheeler,706
Odisha,2011,Bicycle,34
Odisha,2011,Bus,439
Odisha,2011,Car,328
Odisha,2011,Jeep,204
Odisha,2011,Other Motor Vehicles,277
Odisha,2011,Others,576
Odisha,2011,Pedestrian,82
Odisha,2011,Three Wheeler,109
Odisha,2011,Truck/Lorry,1161
Odisha,2011,Two Wheeler,587
Odisha,2012,Bicycle,64
Odisha,2012,Bus,313
Odisha,2012,Car,346
Odisha,2012,Jeep,144
Odisha,2012,Other Motor Vehicles,247
Odisha,2012,Others,396
Odisha,2012,Pedestrian,119
Odisha,2012,Three Wheeler,163
Odisha,2012,Truck/Lorry,1105
Odisha,2012,Two Wheeler,804
Odisha,2013,Bicycle,66
Odisha,2013,Bus,260
Odisha,2013,Car,357
Odisha,2013,Jeep,164
Odisha,2013,Other Motor Vehicles,282
Odisha,2013,Others,541
Odisha,2013,Pedestrian,166
Odisha,2013,Three Wheeler,215
Odisha,2013,Truck/Lorry,962
Odisha,2013,Two Wheeler,1049
Odisha,2014,Bicycle,67
Odisha,2014,Bus,381
Odisha,2014,Car,497
Odisha,2014,Jeep,155
Odisha,2014,Other Motor Vehicles,213
Odisha,2014,Others,79
Odisha,2014,Pedestrian,148
Odisha,2014,Three Wheeler,226
Odisha,2014,Truck/Lorry,1111
Odisha,2014,Two Wheeler,1043
Puducherry,2001,Bicycle,42
Puducherry,2001,Bus,8
Puducherry,2001,Car,2
Puducherry,2001,Jeep,0
Puducherry,2001,Other Motor Vehicles,0
Puducherry,2001,Others,2
Puducherry,2001,Pedestrian,60
Puducherry,2001,Three Wheeler,3
Puducherry,2001,Truck/Lorry,6
Puducherry,2001,Two Wheeler,47
Puducherry,2002,Bicycle,43
Puducherry,2002,Bus,11
Puducherry,2002,Car,2
Puducherry,2002,Jeep,1
Puducherry,2002,Other Motor Vehicles,1
Puducherry,2002,Others,3
Puducherry,2002,Pedestrian,70
Puducherry,2002,Three Wheeler,3
Puducherry,2002,Truck/Lorry,2
Puducherry,2002,Two Wheeler,56
Puducherry,2003,Bicycle,29
Puducherry,2003,Bus,3
Puducherry,2003,Car,1
Puducherry,2003,Jeep,0
Puducherry,2003,Other Motor Vehicles,1
Puducherry,2003,Others,3
Puducherry,2003,Pedestrian,69
Puducherry,2003,Three Wheeler,2
Puducherry,2003,Truck/Lorry,8
Puducherry,2003,Two Wheeler,72
Puducherry,2004,Bicycle,0
Puducherry,2004,Bus,35
Puducherry,2004,Car,13
Puducherry,2004,Jeep,4
Puducherry,2004,Other Motor Vehicles,12
Puducherry,2004,Others,6
Puducherry,2004,Pedestrian,0
Puducherry,2004,Three Wheeler,7
Puducherry,2004,Truck/Lorry,61
Puducherry,2004,Two Wheeler,42
Puducherry,2005,Bicycle,0
Puducherry,2005,Bus,42
Puducherry,2005,Car,18
Puducherry,2005,Jeep,2
Puducherry,2005,Other Motor Vehicles,12
Puducherry,2005,Others,13
Puducherry,2005,Pedestrian,0
Puducherry,2005,Three Wheeler,15
Puducherry,2005,Truck/Lorry,59
Puducherry,2005,Two Wheeler,65
Puducherry,2006,Bicycle,0
Puducherry,2006,Bus,48
Puducherry,2006,Car,17
Puducherry,2006,Jeep,1
Puducherry,2006,Other Motor Vehicles,9
Puducherry,2006,Others,10
Puducherry,2006,Pedestrian,0
Puducherry,2006,Three Wheeler,18
Puducherry,2006,Truck/Lorry,54
Puducherry,2006,Two Wheeler,60
Puducherry,2007,Bicycle,32
Puducherry,2007,Bus,15
Puducherry,2007,Car,7
Puducherry,2007,Jeep,0
Puducherry,2007,Other Motor Vehicles,2
Puducherry,2007,Others,1
Puducherry,2007,Pedestrian,108
Puducherry,2007,Three Wheeler,2
Puducherry,2007,Truck/Lorry,8
Puducherry,2007,Two Wheeler,80
Puducherry,2008,Bicycle,0
Puducherry,2008,Bus,39
Puducherry,2008,Car,20
Puducherry,2008,Jeep,1
Puducherry,2008,Other Motor Vehicles,24
Puducherry,2008,Others,9
Puducherry,2008,Pedestrian,0
Puducherry,2008,Three Wheeler,2
Puducherry,2008,Truck/Lorry,46
Puducherry,2008,Two Wheeler,71
Puducherry,2009,Bicycle,1
Puducherry,2009,Bus,46
Puducherry,2009,Car,20
Puducherry,2009,Jeep,0
Puducherry,2009,Other Motor Vehicles,23
Puducherry,2009,Others,22
Puducherry,2009,Pedestrian,0
Puducherry,2009,Three Wheeler,3
Puducherry,2009,Truck/Lorry,33
Puducherry,2009,Two Wheeler,70
Puducherry,2010,Bicycle,0
Puducherry,2010,Bus,44
Puducherry,2010,Car,34
Puducherry,2010,Jeep,1
Puducherry,2010,Other Motor Vehicles,30
Puducherry,2010,Others,21
Puducherry,2010,Pedestrian,0
Puducherry,2010,Three Wheeler,6
Puducherry,2010,Truck/Lorry,40
Puducherry,2010,Two Wheeler,63
Puducherry,2011,Bicycle,0
Puducherry,2011,Bus,38
Puducherry,2011,Car,24
Puducherry,2011,Jeep,0
Puducherry,2011,Other Motor Vehicles,20
Puducherry,2011,Others,25
Puducherry,2011,Pedestrian,0
Puducherry,2011,Three Wheeler,2
Puducherry,2011,Truck/Lorry,50
Puducherry,2011,Two Wheeler,74
Puducherry,2012,Bicycle,0
Puducherry,2012,Bus,42
Puducherry,2012,Car,24
Puducherry,2012,Jeep,0
Puducherry,2012,Other Motor Vehicles,28
Puducherry,2012,Others,31
Puducherry,2012,Pedestrian,0
Puducherry,2012,Three Wheeler,0
Puducherry,2012,Truck/Lorry,44
Puducherry,2012,Two Wheeler,64
Puducherry,2013,Bicycle,0
Puducherry,2013,Bus,40
Puducherry,2013,Car,23
Puducherry,2013,Jeep,1
Puducherry,2013,Other Motor Vehicles,16
Puducherry,2013,Others,28
Puducherry,2013,Pedestrian,0
Puducherry,2013,Three Wheeler,7
Puducherry,2013,Truck/Lorry,35
Puducherry,2013,Two Wheeler,78
Puducherry,2014,Bicycle,4
Puducherry,2014,Bus,19
Puducherry,2014,Car,10
Puducherry,2014,Jeep,0
Puducherry,2014,Other Motor Vehicles,18
Puducherry,2014,Others,29
Puducherry,2014,Pedestrian,36
Puducherry,2014,Three Wheeler,5
Puducherry,2014,Truck/Lorry,17
Puducherry,2014,Two Wheeler,65
Punjab,2001,Bicycle,62
Punjab,2001,Bus,258
Punjab,2001,Car,166
Punjab,2001,Jeep,117
Punjab,2001,Other Motor Vehicles,139
Punjab,2001,Others,90
Punjab,2001,Pedestrian,70
Punjab,2001,Three Wheeler,51
Punjab,2001,Truck/Lorry,319
